Frame Count,Start Time(in ms),End Time(in ms),Execution Time(in ms),Jitter(in ms)
259,1596870508129.360107,1596870508133.593262,4.233154,-0.304199
260,1596870508229.474365,1596870508233.938232,4.463867,-0.296631
261,1596870508329.645020,1596870508334.033936,4.388916,-0.114258
262,1596870508430.050537,1596870508434.387207,4.336670,-0.170654
263,1596870508530.449463,1596870508534.845215,4.395752,-0.405518
264,1596870508630.795654,1596870508635.318848,4.523193,-0.398926
265,1596870508731.130371,1596870508735.451904,4.321533,-0.346191
266,1596870508831.384766,1596870508835.893311,4.508545,-0.334717
267,1596870508931.600098,1596870508935.914795,4.314697,-0.254395
268,1596870509032.236328,1596870509037.345459,5.109131,-0.215332
269,1596870509132.258545,1596870509136.760254,4.501709,-0.636230
270,1596870509232.749268,1596870509237.114990,4.365723,-0.022217
271,1596870509332.922363,1596870509337.346680,4.424316,-0.490723
272,1596870509433.120361,1596870509437.365479,4.245117,-0.173096
273,1596870509533.417725,1596870509537.669189,4.251465,-0.197998
274,1596870509633.732422,1596870509638.014160,4.281738,-0.297363
275,1596870509733.801270,1596870509738.052246,4.250977,-0.314697
276,1596870509834.426514,1596870509839.291992,4.865479,-0.068848
277,1596870509934.590088,1596870509939.072998,4.482910,-0.625244
278,1596870510035.126221,1596870510039.624756,4.498535,-0.163574
279,1596870510135.145264,1596870510139.529297,4.384033,-0.536133
280,1596870510235.436523,1596870510239.878174,4.441650,-0.019043
281,1596870510335.833252,1596870510340.235352,4.402100,-0.291260
282,1596870510435.955322,1596870510440.190430,4.235107,-0.396729
283,1596870510536.792236,1596870510541.912109,5.119873,-0.122070
284,1596870510637.092041,1596870510658.698486,21.606445,-0.836914
285,1596870510736.950195,1596870510741.481201,4.531006,-0.299805
286,1596870510837.273682,1596870511546.963867,709.690186,0.141846
287,1596870511547.217041,1596870511554.046143,6.829102,-0.323486
288,1596870511554.250488,1596870511558.777344,4.526855,-609.943359
289,1596870511559.005127,1596870511564.730713,5.725586,92.966553
290,1596870511565.121338,1596870511570.827881,5.706543,95.245361
291,1596870511571.055420,1596870511576.033203,4.977783,93.883789
292,1596870511576.267334,1596870511580.967285,4.699951,94.065918
293,1596870511581.214111,1596870511585.834717,4.620605,94.788086
294,1596870511657.574219,1596870511661.906738,4.332520,95.053223
295,1596870511757.912109,1596870511762.595459,4.683350,23.639893
296,1596870511858.433105,1596870511863.017334,4.584229,-0.337891
297,1596870511958.590576,1596870511963.162842,4.572266,-0.520996
298,1596870512058.778564,1596870512063.246094,4.467529,-0.157471
299,1596870512159.106689,1596870512163.591064,4.484375,-0.187988
300,1596870512259.361328,1596870512263.881592,4.520264,-0.328125
301,1596870512359.670898,1596870512364.209717,4.538818,-0.254639
302,1596870512459.917480,1596870512464.464844,4.547363,-0.309570
303,1596870512560.209473,1596870512564.698730,4.489258,-0.246582
304,1596870512660.535156,1596870512665.070557,4.535400,-0.291992
305,1596870512760.833984,1596870512765.283936,4.449951,-0.325684
306,1596870512861.167480,1596870512865.663574,4.496094,-0.298828
307,1596870512961.455322,1596870512966.017822,4.562500,-0.333496
308,1596870513061.735352,1596870513066.302002,4.566650,-0.287842
309,1596870513161.814209,1596870513166.178955,4.364746,-0.280029
310,1596870513262.083740,1596870513266.416992,4.333252,-0.078857
311,1596870513362.675293,1596870513367.267822,4.592529,-0.269531
312,1596870513462.684570,1596870513467.289795,4.605225,-0.591553
313,1596870513563.068115,1596870513567.641113,4.572998,-0.009277
314,1596870513665.387207,1596870513669.978027,4.590820,-0.383545
315,1596870513763.968750,1596870513768.240967,4.272217,-2.319092
316,1596870513864.244873,1596870513868.640137,4.395264,1.418457
317,1596870513964.645020,1596870513969.131836,4.486816,-0.276123
318,1596870514064.797363,1596870514069.092773,4.295410,-0.400146
319,1596870514165.096680,1596870514169.620361,4.523682,-0.152344
320,1596870514265.332275,1596870514269.924072,4.591797,-0.299316
321,1596870514365.486084,1596870514369.753418,4.267334,-0.235596
322,1596870514465.916016,1596870514470.670166,4.754150,-0.153809
323,1596870514566.161133,1596870514570.895508,4.734375,-0.429932
324,1596870514666.379150,1596870514670.839844,4.460693,-0.245117
325,1596870514766.774658,1596870514771.214111,4.439453,-0.218018
326,1596870514867.063477,1596870514871.552002,4.488525,-0.395508
327,1596870514967.228760,1596870514971.705078,4.476318,-0.288818
328,1596870515067.591553,1596870515071.874756,4.283203,-0.165283
329,1596870515167.869873,1596870515172.661133,4.791260,-0.362793
330,1596870515268.427002,1596870515272.574707,4.147705,-0.278320
331,1596870515368.739258,1596870515373.110352,4.371094,-0.557129
332,1596870515469.064941,1596870515473.402344,4.337402,-0.312256
333,1596870515569.298096,1596870515573.640869,4.342773,-0.325684
334,1596870515669.578125,1596870518682.699951,3013.121826,-0.233154
335,1596870518682.913818,1596870518688.550781,5.636963,-0.280029
336,1596870518688.914307,1596870518693.958252,5.043945,-2913.335693
337,1596870518694.186279,1596870518698.776855,4.590576,93.999512
338,1596870518699.004150,1596870518703.558594,4.554443,94.728027
339,1596870518703.802490,1596870518708.382568,4.580078,95.182129
340,1596870518708.618164,1596870518713.273438,4.655273,95.201660
341,1596870518713.537109,1596870518718.210449,4.673340,95.184326
342,1596870518718.440674,1596870518723.090088,4.649414,95.081055
343,1596870518723.293213,1596870518727.788330,4.495117,95.096436
344,1596870518728.053467,1596870518734.079102,6.025635,95.147461
345,1596870518734.298096,1596870518738.962646,4.664551,95.239746
346,1596870518739.193848,1596870518743.883545,4.689697,93.755371
347,1596870518744.107178,1596870518748.623535,4.516357,95.104248
348,1596870518748.838623,1596870518753.446533,4.607910,95.086670
349,1596870518753.679688,1596870518758.150391,4.470703,95.268555
350,1596870518758.384521,1596870518763.150879,4.766357,95.158936
351,1596870518763.383057,1596870518769.022705,5.639648,95.295166
352,1596870518769.266602,1596870518774.277832,5.011230,95.001465
353,1596870518774.494629,1596870518779.112549,4.617920,94.116455
354,1596870518779.331787,1596870518784.006348,4.674561,94.771973
355,1596870518784.242188,1596870518788.903564,4.661377,95.162842
356,1596870518789.156738,1596870518794.632324,5.475586,95.089600
357,1596870518794.877930,1596870518799.662354,4.784424,95.085449
358,1596870518799.878418,1596870518804.831055,4.952637,94.278809
359,1596870518805.055176,1596870518809.665771,4.610596,94.999512
360,1596870518809.894775,1596870518814.636963,4.742188,94.823242
361,1596870518814.888672,1596870518819.514648,4.625977,95.160400
362,1596870518819.759033,1596870518824.566162,4.807129,95.006104
363,1596870518824.826416,1596870518831.125244,6.298828,95.129639
364,1596870518831.405762,1596870518836.024902,4.619141,94.932617
365,1596870518907.901611,1596870518912.493408,4.591797,93.420654
366,1596870519008.026123,1596870519012.619385,4.593262,23.504150
367,1596870519108.193359,1596870519112.631836,4.438477,-0.124512
368,1596870519208.671875,1596870519214.143555,5.471680,-0.167236
369,1596870519309.167969,1596870519314.615723,5.447754,-0.478516
370,1596870519409.033447,1596870519413.407715,4.374268,-0.496094
371,1596870519509.876465,1596870519514.266846,4.390381,0.134521
372,1596870519609.859619,1596870519614.444336,4.584717,-0.843018
373,1596870519711.415039,1596870522343.097900,2631.682861,0.016846
374,1596870522343.319092,1596870522347.964111,4.645020,-1.555420
375,1596870522348.170898,1596870522352.973145,4.802246,-2531.904053
376,1596870522353.181885,1596870522428.913574,75.731689,95.148193
377,1596870522429.147949,1596870522433.496338,4.348389,94.989014
378,1596870522433.850342,1596870522438.016602,4.166260,24.033936
379,1596870522438.232666,1596870522442.639648,4.406982,95.297607
380,1596870522442.865723,1596870522447.418457,4.552734,95.617676
381,1596870522447.671875,1596870522452.263184,4.591309,95.366943
